epoch,train_total,train_recon,train_pred,train_lin,val_total,val_recon,val_pred,val_lin
3.500000000000000000e+01,5.452543604769743632e-03,5.950568369371467053e-04,4.539272880356293519e-03,3.182138786542054623e-04,4.543965269112959851e-03,3.862684890918899219e-04,3.875167242949828332e-03,2.825294723152182996e-04
3.600000000000000000e+01,5.163696985982823770e-03,4.961650378390913612e-04,4.343804527889005666e-03,3.237273955164710277e-04,3.992576256860047405e-03,4.275677325495053300e-04,3.323412418831139890e-03,2.415961593214888180e-04
3.700000000000000000e+01,5.178871109092142259e-03,5.066389018793416178e-04,4.360578414343762796e-03,3.116538028734794569e-04,4.848960979143157428e-03,3.656185144791379571e-04,4.215588135411963040e-03,2.677543096069712300e-04
3.800000000000000000e+01,4.989116960496175687e-03,4.539391085927490968e-04,4.227624574559741069e-03,3.075532800721703314e-04,4.889707389520481055e-03,5.731306911911815839e-04,4.062352958135307182e-03,2.542237059969920773e-04
3.900000000000000000e+01,5.108870935509912323e-03,5.009411293940502436e-04,4.296052936115302319e-03,3.118768758213263720e-04,5.074883828638121312e-03,7.015330251306295178e-04,4.122398380422965039e-03,2.509524667402729284e-04
4.000000000000000000e+01,5.491517789778299630e-03,5.916564401559299075e-04,4.590152908349409699e-03,3.097084229011670578e-04,4.853515670401975339e-03,5.796797588118352430e-04,4.020526789827272122e-03,2.533091243094532036e-04
4.100000000000000000e+01,5.071202233375515442e-03,4.743946040434821152e-04,4.287739571009296750e-03,3.090680248533317570e-04,4.693525651236996228e-03,4.724394326331094124e-04,3.963271074462681662e-03,2.578151241323212270e-04
4.200000000000000000e+01,4.864544337033293794e-03,4.761154516017995666e-04,4.097571704915026029e-03,2.908571847001440109e-04,4.896010225638747389e-03,6.148203101474791765e-04,4.004641919163986867e-03,2.765480348898563534e-04
4.300000000000000000e+01,5.239903184701688588e-03,5.302652127284091400e-04,4.417094631935469980e-03,2.925433337622962643e-04,4.888285807101056153e-03,5.555327690672129826e-04,4.081519891042262142e-03,2.512331364414421950e-04
4.400000000000000000e+01,5.099409297690727164e-03,5.115279152960283248e-04,4.286419179697987039e-03,3.014621815964346752e-04,4.411943635204806924e-03,3.362870091223158051e-04,3.819510247558355245e-03,2.561463552410714328e-04
4.500000000000000000e+01,4.866295422834810216e-03,4.287114264116098747e-04,4.151924006873741572e-03,2.856599887309130173e-04,4.324542393442242991e-03,2.606622223538579202e-04,3.815445321379229426e-03,2.484348486177623380e-04
4.600000000000000000e+01,4.742206186347175216e-03,4.484034822780813448e-04,4.007302842364879152e-03,2.864998455152090173e-04,4.076474386965856130e-03,2.938239551440346878e-04,3.549893776653334672e-03,2.327566366147948483e-04
4.700000000000000000e+01,5.213393697340506713e-03,6.029061188201012772e-04,4.317477298900485212e-03,2.930102758000430294e-04,6.121053744573145758e-03,1.436230246326886117e-03,4.443661530967801636e-03,2.411620036582462381e-04
4.800000000000000000e+01,5.188945942791178823e-03,4.804707204129954118e-04,4.413075149932410915e-03,2.954000591671501535e-04,4.641463950974866748e-03,4.630497023754287511e-04,3.913126070983707905e-03,2.652881768881343197e-04
4.900000000000000000e+01,5.196271948807407344e-03,5.173416094294225548e-04,4.384847269102465014e-03,2.940830598163302165e-04,4.999420605599880219e-03,8.381484993151388629e-04,3.921410639304667538e-03,2.398614611593075042e-04
5.000000000000000000e+01,4.705876187654211944e-03,4.209773105685599148e-04,4.011378083669114511e-03,2.735207885962154251e-04,4.176994372392073621e-03,2.909025111875962683e-04,3.642517683329060500e-03,2.435741698718629777e-04
5.100000000000000000e+01,5.040545557858422225e-03,5.028362781558826534e-04,4.256025237555150116e-03,2.816840607920312214e-04,5.479453632142394434e-03,7.359239694778807678e-04,4.499529348686337124e-03,2.440003136143786833e-04
5.200000000000000000e+01,5.240238281839992678e-03,4.979869429007522264e-04,4.461036915017757565e-03,2.812144095514668043e-04,4.672052559908479279e-03,4.730439017293974540e-04,3.926171868806704532e-03,2.728367646341211985e-04
5.300000000000000000e+01,5.006938363658263932e-03,5.425296617431740742e-04,4.182946764922234814e-03,2.814619240780302897e-04,4.344915435649454420e-03,3.791122100665233921e-04,3.722261969232931907e-03,2.435412883642129654e-04
5.400000000000000000e+01,4.632287561253179038e-03,3.922616274394385982e-04,3.962721544667147100e-03,2.773043867819069311e-04,4.812213039258494973e-03,7.224303481052629650e-04,3.852726722834631887e-03,2.370560039707925279e-04
5.500000000000000000e+01,4.975815492798574269e-03,5.390879224250966434e-04,4.161746846511960377e-03,2.749807052168762420e-04,4.848453559679910888e-03,4.275008046533912637e-04,4.171111760661006321e-03,2.498409572581295141e-04
5.600000000000000000e+01,4.555289485142566437e-03,4.241916020873759191e-04,3.856383363745408046e-03,2.747145156718033940e-04,4.038731550099328334e-03,2.518625733500812203e-04,3.538490249775350181e-03,2.483786822267575081e-04
5.700000000000000000e+01,4.490383208030834447e-03,4.123570946831023104e-04,3.809784959594253537e-03,2.682411600289924536e-04,4.247430968098342766e-03,2.980687633680645268e-04,3.712125762831419706e-03,2.372364677285077159e-04
5.800000000000000000e+01,4.773537482833489776e-03,4.747787808810244206e-04,4.039705608738586654e-03,2.590531066744006239e-04,4.376465588575228875e-03,4.967831679095979997e-04,3.644267306663096038e-03,2.354150929022580385e-04
5.900000000000000000e+01,4.648581876244861980e-03,4.726289902464486442e-04,3.910629420715849847e-03,2.653234581885044246e-04,4.225105262594297702e-03,4.088089110155124109e-04,3.587595291901379650e-03,2.287010069267125854e-04
6.000000000000000000e+01,4.818774701561778784e-03,4.492976278015703645e-04,4.094388984958641578e-03,2.750880916210007637e-04,5.512909800745546991e-03,8.491672168020158572e-04,4.439456836553290660e-03,2.242857164674205597e-04
6.100000000000000000e+01,4.687456357351038952e-03,4.732182714178634125e-04,3.953686932800337499e-03,2.605511574984120779e-04,4.062594327842816364e-03,3.316056267067324153e-04,3.501835884526371869e-03,2.291528173373080682e-04
6.200000000000000000e+01,4.600995207147207458e-03,4.278038460142852490e-04,3.914542843995149832e-03,2.586485145002370592e-04,4.604374757036566734e-03,4.467102669877931584e-04,3.938125772401690136e-03,2.195387474785093164e-04
6.300000000000000000e+01,4.582363515510223806e-03,4.451975338270131250e-04,3.877679967263247991e-03,2.594860200588300467e-04,4.220919543877243649e-03,3.319756273413076780e-04,3.648739872733131225e-03,2.402040146989747773e-04
6.400000000000000000e+01,4.948011638771276748e-03,5.080386186818941713e-04,4.169082801672630359e-03,2.708902067752205658e-04,4.029297566739841949e-03,3.009604966791812547e-04,3.511802729917690158e-03,2.165343074011616517e-04
6.500000000000000000e+01,4.329377392423339188e-03,3.520508080327999778e-04,3.726867744990159000e-03,2.504588316696754083e-04,4.178999183932319110e-03,3.350674698594957482e-04,3.611697384621948091e-03,2.322343381820246469e-04
6.600000000000000000e+01,4.600499957450665707e-03,4.088819157004763729e-04,3.937669387232745413e-03,2.539486636123911012e-04,3.981645428575575005e-03,3.518722827720921270e-04,3.400100400904193607e-03,2.296727274369914139e-04
6.700000000000000000e+01,4.586707653652410607e-03,4.182484882221615624e-04,3.906285119592211794e-03,2.621740175527520586e-04,4.466741165379062642e-03,5.696290951163973876e-04,3.672713699052110228e-03,2.243983883090549972e-04
6.800000000000000000e+01,4.779146557848434722e-03,5.034038392295770315e-04,4.015706891368609095e-03,2.600358199742913603e-04,4.105256445473060185e-03,3.069761543883941959e-04,3.568101735436357384e-03,2.301785640156594982e-04
6.900000000000000000e+01,4.438792337896302516e-03,4.173005979282606750e-04,3.770947766315657819e-03,2.505439852029667236e-04,4.933291545603424658e-03,6.780840994906611741e-04,4.021104634739458214e-03,2.341027586226118620e-04
7.000000000000000000e+01,4.439061267476063222e-03,4.163917476944334448e-04,3.772914502769708720e-03,2.497550365660572533e-04,4.215496481629088174e-03,3.681152658828068416e-04,3.633771941531449643e-03,2.136092825821833685e-04
7.100000000000000000e+01,4.571971541736274958e-03,4.486105528485495489e-04,3.875196998706087470e-03,2.481640045516542376e-04,5.086638388456776391e-03,7.872476388001814051e-04,4.072386428015306245e-03,2.270043365570018014e-04
7.200000000000000000e+01,4.711727240646723658e-03,5.087789553726906671e-04,3.946515436109620904e-03,2.564328247899539054e-04,5.224687518784775983e-03,4.254273902915883592e-04,4.551648511551320553e-03,2.476116136676864482e-04
7.300000000000000000e+01,4.951858775166328649e-03,4.975406834091700582e-04,4.186881470377557153e-03,2.674366240171366480e-04,3.694723366061225620e-03,2.053781405265908634e-04,3.260650864103808826e-03,2.286943283252185102e-04
7.400000000000000000e+01,4.557709467189851975e-03,4.088144812158134192e-04,3.892859567713458091e-03,2.560354377237672235e-04,3.931673470651731242e-03,2.900558487453963391e-04,3.414824767969548529e-03,2.267928561195731217e-04
7.500000000000000000e+01,4.609201118000783026e-03,4.560240553473704278e-04,3.899735203594900581e-03,2.534418532377458394e-04,4.407527594594284892e-03,3.594130837882403393e-04,3.812751604709774082e-03,2.353628944547381144e-04
7.600000000000000000e+01,4.426018067169934858e-03,4.188174445516778979e-04,3.757405074429698202e-03,2.497955348189862196e-04,4.298091348027810107e-03,4.410579276736825705e-04,3.640341520076617685e-03,2.166919097362551892e-04
7.700000000000000000e+01,4.568623648083303124e-03,4.207088548355386701e-04,3.892103691759984854e-03,2.558110821155423873e-04,4.085946409031748598e-03,2.295218997460324263e-04,3.628743067383766348e-03,2.276813876960659291e-04
7.800000000000000000e+01,4.522551801346708263e-03,4.509927444814820991e-04,3.822133118228521285e-03,2.494259305422019462e-04,4.162570845801382910e-03,3.447459763265215077e-04,3.587632451672107155e-03,2.301924239873187725e-04
7.900000000000000000e+01,4.158355930121615876e-03,3.626617995905690112e-04,3.554788059409474867e-03,2.409060709396726343e-04,3.781761560821905645e-03,3.153730103804264218e-04,3.261197055689990347e-03,2.051914856565417776e-04
8.000000000000000000e+01,4.572907762485556651e-03,4.742220045045542282e-04,3.852975009067449719e-03,2.457107326335972392e-04,5.300910747610032732e-03,8.555814885767177181e-04,4.221833468182012612e-03,2.234958064946113154e-04
8.100000000000000000e+01,4.568346103769727225e-03,4.802838780051388312e-04,3.850622702157124704e-03,2.374395201513834872e-04,4.578927432885393327e-03,4.385724423627834767e-04,3.919479029718786478e-03,2.208759866334730705e-04
8.200000000000000000e+01,4.244055725575890219e-03,3.501437533486750800e-04,3.657505130831850693e-03,2.364068398492236264e-04,3.970680729253217578e-03,2.300322732480708401e-04,3.531317185843363231e-03,2.093312934448476772e-04
8.300000000000000000e+01,4.489371943054720933e-03,4.069034210260724757e-04,3.833079658215865580e-03,2.493888508979580148e-04,4.239938507089391698e-03,4.384341002150904279e-04,3.595315379789099011e-03,2.061889917968073860e-04
8.400000000000000000e+01,4.476061680179554969e-03,4.172712023319036017e-04,3.816409837600076745e-03,2.423806372462422587e-04,4.389710148097946893e-03,4.391691603814251504e-04,3.733038890641182488e-03,2.175021138100419085e-04
8.500000000000000000e+01,4.489215975627303297e-03,4.397742588480468731e-04,3.811295371269807133e-03,2.381463278652518002e-04,4.175896092783659350e-03,3.633394400821998607e-04,3.587940987199544733e-03,2.246156665933085497e-04
8.600000000000000000e+01,4.400880690081976181e-03,3.999824793027073394e-04,3.756959573365747929e-03,2.439386349578853642e-04,4.501300450647250165e-03,4.383430874440819242e-04,3.848406398901715875e-03,2.145509537513135055e-04
8.700000000000000000e+01,4.302235640352591872e-03,3.794185790866322350e-04,3.691350753069855099e-03,2.314663217475754100e-04,4.024249868234619325e-03,3.277102856372948953e-04,3.484151995508000255e-03,2.123875867255264785e-04
8.800000000000000000e+01,4.705330563592724329e-03,4.675184403822640672e-04,4.001152189448476011e-03,2.366599387642054353e-04,4.020024288911372770e-03,4.231776074448134750e-04,3.402183752041309898e-03,1.946628995938226526e-04
8.900000000000000000e+01,4.533041382092051381e-03,4.739521863484696734e-04,3.819096273218747228e-03,2.399929126113420352e-04,4.240877163829282273e-03,4.482755743083543859e-04,3.575579670723527670e-03,2.170219027902930921e-04
9.000000000000000000e+01,4.302539584750774901e-03,3.940820319257909215e-04,3.674485204101074487e-03,2.339723301702178960e-04,4.249498934950679367e-03,3.339562805194873580e-04,3.703407850116491231e-03,2.121348217769991498e-04
